teaching_rating,teaching_comment,course_rating,course_comment,exam_rating,exam_comment,lab_rating,lab_comment,library_rating,library_comment,extra_rating,extra_comment,teaching_comment_sentiment,course_comment_sentiment,exam_comment_sentiment,lab_comment_sentiment,library_comment_sentiment,extra_comment_sentiment,teaching_score,course_score,exam_score,lab_score,library_score,extra_score,overall_score
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
1.0,very good,1.0,very good,1.0,good,1.0,very good,1.0,very good library facilities issuing time of book must be increased,1.0,excellent,0.9099999999999999,0.9099999999999999,0.7,0.9099999999999999,0.9099999999999999,1.0,0.964,0.964,0.8799999999999999,0.964,0.964,1.0,0.956
1.0,good,0.0,it is not appropriate,0.5,marks distribution is good but paper checking is not that well,0.0,its hard to find a computer working in lab students cannot save data in one single pc,0.0,as per libraries few books are not available and in computer library there are hardly pcs working,0.5,not much interested,0.7,-0.25,0.7,-0.18154761904761907,-0.23055555555555554,-0.125,0.8799999999999999,-0.1,0.58,-0.07261904761904762,-0.09222222222222222,0.25,0.24085978835978836
1.0,interaction satisfied lecture delivery goodpunctuality always on time,1.0,satisfied knowedgeable and proper course material,1.0,satisfied,1.0,good,1.0,good,1.0,very good,0.5,0.25,0.5,0.7,0.7,0.9099999999999999,0.8,0.7,0.8,0.8799999999999999,0.8799999999999999,0.964,0.8373333333333332
1.0,excellent but it depends upon teacher,1.0,good but there should be at least one a practical subject in every semester,1.0,excellent,0.0,not good becouse in lab teachers donot teach us how to work on live projects or how to make a live project so i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life,1.0,excellent,1.0,excellent,1.0,0.07777777777777777,1.0,-0.019318181818181818,1.0,1.0,1.0,0.6311111111111111,1.0,-0.007727272727272728,1.0,1.0,0.7705639730639731
1.0,good,1.0,yes,1.0,good,0.0,not goodthe timing is too much for labs and syllabus is also so vastwe dont get propr revision,0.0,books are less,0.0,bcoz of lectureswe dont get time to participate,0.7,0.0,0.7,0.2,-0.16666666666666666,0.0,0.8799999999999999,0.6,0.8799999999999999,0.08000000000000002,-0.06666666666666667,0.0,0.3955555555555555
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
1.0,good,1.0,good,0.0,very tough,1.0,good,1.0,excellent,0.5,average,0.7,0.7,-0.5055555555555555,0.7,1.0,-0.15,0.8799999999999999,0.8799999999999999,-0.20222222222222222,0.8799999999999999,1.0,0.24,0.6129629629629628
1.0,good,1.0,good,1.0,good,1.0,good,1.0,excellent,1.0,good,0.7,0.7,0.7,0.7,1.0,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,1.0,0.8799999999999999,0.8999999999999999
1.0,good,1.0,good,1.0,excellent,1.0,good,1.0,good,1.0,good,0.7,0.7,1.0,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,1.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8999999999999999
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
1.0,very good,1.0,good,1.0,good,1.0,satisfactory,1.0,good,1.0,good,0.9099999999999999,0.7,0.7,0.0,0.7,0.7,0.964,0.8799999999999999,0.8799999999999999,0.6,0.8799999999999999,0.8799999999999999,0.8473333333333333
1.0,it is ok,0.0,it is not very deep,1.0,it is good,0.0,i hate it,1.0,i love it,1.0,very good,0.5,0.0,0.7,-0.8,0.5,0.9099999999999999,0.8,0.0,0.8799999999999999,-0.32000000000000006,0.8,0.964,0.5206666666666667
0.0,some teachers arent doing their jobs in very well manner,1.0,course contents are very much relevant to our courses,0.0,bad,1.0,very good,0.0,i think library facilities are only for hostelers,0.0,i also want to participate in that activities but i cant take part in those activities because im a day scholar,0.2,0.4,-0.6999999999999998,0.9099999999999999,0.0,0.0,0.08000000000000002,0.76,-0.27999999999999997,0.964,0.0,0.0,0.254
1.0,some of the teachers are not well experienced but they are interactive and helpful and punctual,0.5,the course structure is good and follows todays technology some subjects portion are too vast and are difficult to cover in sem,0.5,examination pattern is good but mcq paper checking marks are not correct sometimes,0.0,practical work is in interesting but different teachers evaluate in their own way some of the teachers in some section give marks without taking viva and some does not give marks accordingly,0.0,capacity of library is less compared to size of university,1.0,extracurricular activities are good and provide a good platform,0.8,0.06666666666666665,0.7,0.3666666666666667,-0.16666666666666666,0.7,0.92,0.32666666666666666,0.58,0.1466666666666667,-0.06666666666666667,0.8799999999999999,0.46444444444444444
0.5,not all the teachers are teaching well but its fine,1.0,good,0.0,very strict,1.0,good,1.0,library has providing excellent facilities,1.0,good,0.4166666666666667,0.7,0.2,0.7,1.0,0.7,0.4666666666666667,0.8799999999999999,0.08000000000000002,0.8799999999999999,1.0,0.8799999999999999,0.6977777777777777
1.0,excellent,1.0,good,1.0,it is a good way in pattern,1.0,good,1.0,it will provide us various books to increase our knowledge or to understand the concept because it is good,1.0,it is good,1.0,0.7,0.7,0.7,0.35,0.7,1.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.74,0.8799999999999999,0.8766666666666666
1.0,the faculty is good interaction between student and teacher is also good,1.0,content of the course is good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
0.0,not good,0.0,syllabus is not in debth,1.0,good,1.0,good,1.0,good,1.0,good,-0.35,0.0,0.7,0.7,0.7,0.7,-0.13999999999999999,0.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.5633333333333332
1.0,good,1.0,excellent,0.0,not good,1.0,good,1.0,good,1.0,good,0.7,1.0,-0.35,0.7,0.7,0.7,0.8799999999999999,1.0,-0.13999999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.73
1.0,good,1.0,very good,1.0,very good,1.0,good,1.0,good,1.0,excellent,0.7,0.9099999999999999,0.9099999999999999,0.7,0.7,1.0,0.8799999999999999,0.964,0.964,0.8799999999999999,0.8799999999999999,1.0,0.9279999999999999
0.0,some of our faculty member are not so experienced thats why most of the time we are facing problems subjects like csec,1.0,as per the courses all the sub are providing worth knowledge,0.0,as per the exam pattern maths exam always have to be subjective rather than objective,1.0,as per the lab evaluation we r satisfied with it,0.0,duration of issuing books from library should be changed from week to week that would be great,1.0,thats great,0.65,0.3,0.0,0.5,0.8,0.8,0.26,0.72,0.0,0.8,0.32000000000000006,0.92,0.5033333333333333
1.0,good,1.0,very good,1.0,all good,1.0,good,0.0,absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued very fast,1.0,best,0.7,0.9099999999999999,0.7,0.7,0.15333333333333335,1.0,0.8799999999999999,0.964,0.8799999999999999,0.8799999999999999,0.061333333333333344,1.0,0.7775555555555554
1.0,its to good,0.5,i dont know,0.0,its very bad thing not sowing answer of mcq in exam we dont jiged what is rigth and rong where mak mistacvk,1.0,lab and practical work are litial good,0.5,i dont think about,0.5,hahahah,0.7,0.0,-0.9099999999999998,0.7,0.0,0.0,0.8799999999999999,0.3,-0.36399999999999993,0.8799999999999999,0.3,0.3,0.38266666666666665
1.0,everything is good,1.0,regarding the courses everything is good,1.0,coming to the examinations it is good,1.0,good,0.5,very good,1.0,very good it is a good oppurtunities to many students,0.7,0.7,0.7,0.7,0.9099999999999999,0.7033333333333333,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.6639999999999999,0.8813333333333333,0.8442222222222221
0.0,everything is good but when coming to some lectures who dont have a good grip on subjectthey dont behave well with students and they dont even teach all the concepts in the subject,1.0,coming to the courses these are very well planned and it all depends on the lectures,0.5,in cas its in the hands of lectures while in mtes and etes its good,0.0,not very good must be improved,1.0,very good,1.0,there are many oppertunities for students its all upon students about how they utilize them,0.41111111111111104,0.2,0.7,-0.26923076923076916,0.9099999999999999,0.5,0.16444444444444442,0.6799999999999999,0.58,-0.10769230769230767,0.964,0.8,0.5134586894586893
1.0,excellent,1.0,good,0.5,i think mid trem should be also subjective,1.0,good,1.0,good,1.0,excellent,1.0,0.7,0.0,0.7,0.7,1.0,1.0,0.8799999999999999,0.3,0.8799999999999999,0.8799999999999999,1.0,0.8233333333333333
0.5,everything was good regarding to university but some lecturers dont have grip on the subject and lag in the teaching,1.0,good,1.0,exam pattern and marks distribution are good,1.0,very good,1.0,very good,1.0,excellent,0.26666666666666666,0.7,0.7,0.9099999999999999,0.9099999999999999,1.0,0.4066666666666667,0.8799999999999999,0.8799999999999999,0.964,0.964,1.0,0.8491111111111111
0.5,normal,1.0,good,1.0,good,0.0,bad,1.0,good,1.0,good,0.15,0.7,0.7,-0.6999999999999998,0.7,0.7,0.36,0.8799999999999999,0.8799999999999999,-0.27999999999999997,0.8799999999999999,0.8799999999999999,0.6
1.0,good,1.0,good,1.0,very good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.9099999999999999,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.964,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.894
1.0,good,1.0,upto the mark,1.0,good,1.0,good,1.0,good,0.5,average,0.7,0.0,0.7,0.7,0.7,-0.15,0.8799999999999999,0.6,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.24,0.7266666666666666
1.0,teaching activities of our university is good i am satisfied with it,1.0,it is so good,1.0,examination pattern and marks distribution all the terms are goodca and mte also give the chance to students for improving,1.0,with the help of practicals students are able to understand all the conceptso it is also good,1.0,it is excellent,1.0,it is excellent,0.6,0.7,0.0,0.6,1.0,1.0,0.84,0.8799999999999999,0.6,0.84,1.0,1.0,0.86
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.5,poor,0.7,0.7,0.7,0.7,0.7,-0.4,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.13999999999999996,0.7566666666666665
1.0,everything is good for faculty,1.0,excellent,0.5,in examinations please try to give question papers,1.0,very good,1.0,good,1.0,some of the universities not conducted any extracurricular activities but in our university doing these it is good for our feature,0.7,1.0,0.0,0.9099999999999999,0.7,0.7,0.8799999999999999,1.0,0.3,0.964,0.8799999999999999,0.8799999999999999,0.8173333333333331
1.0,satisfactory,0.5,content of course is ample but depth must be more,1.0,very good,1.0,good,0.0,library facilities need to be improve by bringing some more books,1.0,good,0.0,0.5,0.9099999999999999,0.7,0.5,0.7,0.6,0.5,0.964,0.8799999999999999,0.2,0.8799999999999999,0.6706666666666666
1.0,good,0.5,course is good no proper course material,1.0,good and strict,1.0,lab is very good,1.0,exellent,1.0,it is very much useful and we can participate in our interests,0.7,0.35,0.7,0.9099999999999999,0.0,0.3,0.8799999999999999,0.43999999999999995,0.8799999999999999,0.964,0.6,0.72,0.7473333333333333
1.0,all are good,1.0,excellent,0.0,not much good,1.0,good,1.0,excellent,1.0,very good,0.7,1.0,-0.35,0.7,1.0,0.9099999999999999,0.8799999999999999,1.0,-0.13999999999999999,0.8799999999999999,1.0,0.964,0.7639999999999999
0.5,good but not good sir improve the subject,1.0,good,0.5,exams conducting is very good but paper correction is very bad,0.0,not good must be improve,1.0,good,1.0,excelent,0.06111111111111111,0.7,5.551115123125783e-17,-0.35,0.7,0.0,0.3244444444444444,0.8799999999999999,0.3,-0.13999999999999999,0.8799999999999999,0.6,0.4740740740740741
0.5,the university is good but it also has a long way to go more teachers should have their phd and college fests related to academic curriculum must be improved to a great extent and must be managed properlythe interaction is good lecture delivery needs more lucidity the punctuality is top notch,0.0,content of the courses should be changed a bit more of industry oriented feature like linux and github must be implemented proper detailing and advanced knowledge is required and is to be instilled in the studentsthe course material is good,0.5,the examination pattern is good more of logic based and subjective questions to be asked which is based upon conceptual learning paper checking must be done in a more lucid manner because many doubts arise with the checking of omr sheet,1.0,lab evaluations are good,1.0,library facilities are the strength of this university it is awesome,1.0,quite a lot of events are organized and students have a all round growth which is a nice thing,0.40555555555555556,0.4,0.55,0.7,1.0,0.19999999999999998,0.4622222222222222,0.16000000000000003,0.52,0.8799999999999999,1.0,0.6799999999999999,0.6170370370370369
1.0,our university is good in punctualitylecture delivery but it is not good in terms of interaction,1.0,good it was knowledgeabledepth of the course is goodthere is but proper course materials in only for some subjects,1.0,all these are good,0.5,it was good but it can be improved,1.0,good,1.0,very good,0.175,0.2333333333333333,0.7,0.7,0.7,0.9099999999999999,0.6699999999999999,0.6933333333333334,0.8799999999999999,0.58,0.8799999999999999,0.964,0.777888888888889
0.5,average,0.5,average,1.0,the best pattern of examination are in lpu,0.0,most of the teacher dont even bother about the practical performed by studentsthey give marks just by seeing face or something like that,0.5,almost each and every books is therebut the time limit for keeping book is too much shorted,0.0,activities are not up to the mark as advertisement,-0.15,-0.15,1.0,0.5,0.2,0.0,0.24,0.24,1.0,0.2,0.38,0.0,0.3433333333333333
0.0,interaction is very less when it comes to lecture delivery its fine but the co cordination not there between the lectueres,1.0,good,0.5,mid term percentage should be increased so that students get more choice to get success in the examinations,0.0,good but marks are not given properly,0.0,waste library is not the good place to study,1.0,very well,0.1,0.7,0.26666666666666666,0.35,0.24999999999999997,0.2,0.04000000000000001,0.8799999999999999,0.4066666666666667,0.13999999999999999,0.09999999999999999,0.6799999999999999,0.3744444444444444
1.0,good,1.0,good,1.0,very good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.9099999999999999,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.964,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.894
1.0,all lectures are giving their best to teach the students,1.0,excellent,1.0,good,1.0,excellent,1.0,good,1.0,excellent,1.0,1.0,0.7,1.0,0.7,1.0,1.0,1.0,0.8799999999999999,1.0,0.8799999999999999,1.0,0.96
0.0,our university is very good but in terms of interaction of teachers wd students is not at all fair because they interact wd only students understands hisher teaching they dont make remaining students to understand the topic,1.0,very good and you can also increase the standard of courses,1.0,good,0.5,practicals are good but evaluations are not because they dont give enough time to work,0.5,its good but we dont find the books because their are much less number of books,0.5,its good but we dont get sufficient time for participating in that activities,0.5366666666666666,0.45499999999999996,0.7,0.35,0.26666666666666666,0.7,0.21466666666666667,0.782,0.8799999999999999,0.43999999999999995,0.4066666666666667,0.58,0.5505555555555556
1.0,the university consists of a whole world in itselfit is diverse and manages to conduct all events properlyi love being the part of this university where we get equal and all opportunities in all respects and fields,1.0,the courses available in the university have got a scope and the teaching of these courses goes on with the point of view of bringing out the best from the student by indulging them in different activities and projects,1.0,the examination system of the university is very impressivethe sitting plan of he students is made in such a way that no students of same class give the exam in same room or even sometimes same blocksthrough this students also get to know and visit different blocks of the universitythe checking is also fair,1.0,they are conducted in proper way,1.0,perfect,1.0,unbiased,0.2333333333333333,0.4666666666666666,0.12857142857142856,0.0,1.0,0.0,0.6933333333333334,0.7866666666666666,0.6514285714285714,0.6,1.0,0.6,0.7219047619047618
1.0,teachers are pretty interactivebut it all depends on the student to gain as much as knowledge he can from the teacherteachers are punctual and very helpful during exams time,1.0,content of course is more than enough to get the basics of that particular subject,1.0,everything is pretty well organised,0.5,teachers are supposed to let the students know the actual use of the instruments used in the lab,1.0,they are good,1.0,lpu gives the best opportunity for the students to show their talent,0.21666666666666667,0.125,0.25,0.0,0.7,1.0,0.6866666666666666,0.65,0.7,0.3,0.8799999999999999,1.0,0.7027777777777778
0.5,teaching delivery is good but it is better to reduce there speed of lecture delivery to understand the student better,0.5,courses are also good but lt of subjects in cse departments at st year it feels like burden upon us,1.0,good,1.0,excellent they work hardtheir way of teaching is also pretty good,1.0,excellent,1.0,these are very usefull to students excellent,0.5666666666666667,0.7,0.7,0.65,1.0,0.6,0.5266666666666666,0.58,0.8799999999999999,0.86,1.0,0.84,0.7811111111111111
1.0,overall rating on this activity is very nice teaching and interaction between students and lectures was good every time there will be new and fresh style in delivering the lectures thanks,1.0,my rating in this is,1.0,very good,0.5,average,1.0,it is very nice and timings of library is good,0.5,there are lot of extracurricular activites held in university but so many of them are unknown to us the problem is there is no such ads viewed to us my rating is,0.3527272727272727,0.0,0.9099999999999999,-0.15,0.74,0.13333333333333333,0.741090909090909,0.6,0.964,0.24,0.8959999999999999,0.35333333333333333,0.6324040404040404
0.5,excellent but reduse the speed of teaching up to understand the students,0.5,goodthey work very hard for us,1.0,good,1.0,good,1.0,excellent,1.0,these are very use full to the sudents forphysical activity and improvement of knowledge,1.0,-0.3791666666666667,0.7,0.7,1.0,0.275,0.7,0.1483333333333333,0.8799999999999999,0.8799999999999999,1.0,0.71,0.7197222222222223
0.5,teaching is ok but the interaction with the students need to improve i mean they have to focus on dull students more than intelligents,1.0,good,0.0,for some subjects like maths and englishpassage writing the time duration neds to increase,0.5,in labsthe lecturers has to interact with each student to improve their knowledge in all the waysbefore giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,0.5,good but there is more need of keeping books of general topics about socialpolitygketc other than related to subject so that we will get some knowledge about country related issues,1.0,good,0.09895833333333333,0.7,0.0,0.0,0.13690476190476192,0.7,0.33958333333333335,0.8799999999999999,0.0,0.3,0.3547619047619048,0.8799999999999999,0.45905753968253965
1.0,interaction is good but it should b more rest is too perfect,0.0,syllabus is more which required time it should b less so that student can proper concentrate getting the knowlegde instead of just covering the syllabusgood,0.5,pattern is good marks distribution that includes camtet nd attendence all that is little complicated,1.0,good,1.0,good,0.0,sometimes study burden is that much that we can not participate in these activities there should b one activity complusory for every student like all other courses,0.7333333333333334,0.11111111111111112,0.004166666666666652,0.7,0.7,0.037500000000000006,0.8933333333333333,0.04444444444444445,0.30166666666666664,0.8799999999999999,0.8799999999999999,0.015000000000000003,0.5024074074074074
1.0,teachers are good in subjectand punctuality,1.0,good,1.0,good,1.0,ok,1.0,good,1.0,excellent,0.7,0.7,0.7,0.5,0.7,1.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8,0.8799999999999999,1.0,0.8866666666666666
0.5,everything would be fine if there are less number of students in our btech cse,0.0,when compared to other universities we need better material and exposure,1.0,every thing is fine,1.0,its fine,0.5,books are heavily outnumbered when compared to number of students this is the only problem with library,1.0,it helps in building up universitys reputation,0.125,0.1875,0.4166666666666667,0.4166666666666667,-0.1,0.0,0.35,0.07500000000000001,0.7666666666666666,0.7666666666666666,0.26,0.6,0.4697222222222222
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
0.5,faculties are doing quite well but need more senior lecturers,0.0,the content of the course should be increased with the depth,1.0,probably the best part of university is its examination and its pattern,0.0,more number of labpracticals should be there to enhance practical knowledge,0.0,insufficient books,1.0,it was quite great and unique,0.5,0.0,1.0,0.5,0.0,0.5875,0.5,0.0,1.0,0.2,0.0,0.835,0.42250000000000004
1.0,satisfied,1.0,content provided by you is excellent so that we learnt more and more about that particular subject,1.0,i have never seen this type of examinationvery good pattern,1.0,here we r able to do every thing by our own with u r valuable support,1.0,i have no words to say about our library facilities simply awesome,1.0,extraordinary,0.5,0.39999999999999997,0.7,0.55,1.0,0.3333333333333333,0.8,0.76,0.8799999999999999,0.8200000000000001,1.0,0.7333333333333333,0.8322222222222222
1.0,examination department is not good teaching is quite good i cant get extra time for extra knowledge interaction is good,1.0,content of course is appropriate,0.0,examination checking sucks here dont knw why i get low marks even if qustions are wrong answer key of exam is absurd discrepancy system is not advantageous answers of exam not right omr should be uploaded,1.0,pretty good,0.5,good but timings should be hrs,1.0,they are good,0.20999999999999996,0.5,-0.24047619047619048,0.475,0.7,0.7,0.6839999999999999,0.8,-0.0961904761904762,0.79,0.58,0.8799999999999999,0.6063015873015872
1.0,well and good,0.0,the content of course should be increase with depth,1.0,it is best,1.0,very good,0.0,insufficient books,1.0,it was quite great and unique,0.7,0.0,1.0,0.9099999999999999,0.0,0.5875,0.8799999999999999,0.0,1.0,0.964,0.0,0.835,0.6131666666666666
1.0,good,1.0,good,1.0,good,1.0,good,0.5,library facility is very good but there is a problem collection of books available books are very less for some subjects,1.0,very good,0.7,0.7,0.7,0.7,0.3644444444444444,0.9099999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.4457777777777777,0.964,0.8216296296296296
1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.7,0.7,0.7,0.7,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999
0.5,university management is extordinary but some of the faculty is very bad,0.0,in my opnion very less content is their in our syllabusit will be good if there is more syllabus and depth included in our syllabus,0.0,examination pattern is good butthere is blunder mistakethat is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussionso i suggest toprovide option for checking mistakes in the mcq exams such as midterm,0.0,there are no sufficient lab equipments in the labs and the avilable euipments are also not perfect,1.0,good enough,1.0,it is relly awesomeextirdinary and marvellous but no time to attend,-0.9099999999999998,0.3277777777777778,0.2333333333333333,-0.5,0.35,0.0,-0.06399999999999995,0.13111111111111112,0.09333333333333332,-0.2,0.74,0.6,0.21674074074074076
1.0,good,0.0,some of the faculty are not uploading ppts,1.0,good,1.0,good,1.0,good,1.0,good,0.7,0.0,0.7,0.7,0.7,0.7,0.8799999999999999,0.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.7333333333333333
1.0,good,1.0,ok,1.0,ok,1.0,good,0.0,rough handling,1.0,good,0.7,0.5,0.5,0.7,-0.1,0.7,0.8799999999999999,0.8,0.8,0.8799999999999999,-0.04000000000000001,0.8799999999999999,0.6999999999999998
1.0,good,1.0,good,1.0,good,1.0,good,0.0,books are not available,1.0,good,0.7,0.7,0.7,0.7,-0.2,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,-0.08000000000000002,0.8799999999999999,0.7199999999999999
0.5,some lectures are excellentbut not everyone,1.0,excellent,1.0,excellent,1.0,super,1.0,librery facilities are excellent,1.0,nice,0.0,1.0,1.0,0.3333333333333333,1.0,0.6,0.3,1.0,1.0,0.7333333333333333,1.0,0.84,0.8122222222222222
1.0,it is very good learning in this university,1.0,it is good learning these courses,0.0,time not sufficient,0.5,it is good leaning in lab but the lab instruments are not properly working,0.0,very rough handling,1.0,good,0.9099999999999999,0.7,0.0,0.35,-0.13,0.7,0.964,0.8799999999999999,0.0,0.43999999999999995,-0.052000000000000005,0.8799999999999999,0.5186666666666666
0.5,its booring,0.0,its very tough and very diffcult to understand,1.0,good,1.0,very bad,1.0,good,1.0,that is only good in this university,0.0,-0.15277777777777776,0.7,-0.9099999999999998,0.7,0.35,0.3,-0.06111111111111111,0.8799999999999999,0.23600000000000004,0.8799999999999999,0.74,0.49581481481481476
1.0,good,1.0,nice,1.0,exam pattern is good,1.0,good,1.0,library facilites are good,1.0,good,0.7,0.6,0.7,0.7,0.7,0.7,0.8799999999999999,0.84,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8733333333333332
1.0,good,0.5,yeah well some of the faculty are not teaching well but the schedule of the university are superb and university asked feedback from us that is really helpful,1.0,excellent,1.0,good,0.5,yeah quite well but some of the books are not available,1.0,excellent u r the best in providing facilties and etc for extra curricular activities,0.7,0.6,1.0,0.7,-0.2,0.6666666666666666,0.8799999999999999,0.54,1.0,0.8799999999999999,0.21999999999999997,0.8666666666666667,0.7311111111111112
0.5,teaching is good but some lecturers are showing partiality between south people and north people,1.0,good,0.5,every thing is excllent but paper checking is not good,1.0,labs are very interesting it is helpful to know the knowledge,1.0,library facilities is good,1.0,extracurricular activities are also good,0.7,0.7,-0.35,0.65,0.7,0.7,0.58,0.8799999999999999,0.16,0.86,0.8799999999999999,0.8799999999999999,0.7066666666666667
1.0,excellent,0.5,the content of the courses are good but depth of courses are not enough to get the good concepts,0.0,we dont get answers key and even the question papers for our mcq examsthere should be some means by which we could recheck our answers and get to know what mistakes we have made,0.0,according to me students are doing lab only for marks,1.0,good,1.0,excellent,1.0,0.4666666666666666,0.0,0.0,0.7,1.0,1.0,0.48666666666666664,0.0,0.0,0.8799999999999999,1.0,0.561111111111111
0.5,teaching is good but some teachers are not able to interact properly and are not able to clear the concepts properly teachers are punctual,1.0,content is sufficient for us,0.5,exam pattern is very nice but paper checking is not at all good,1.0,lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts,1.0,library facilty is good,1.0,university offers alkot of activities which is excellent on their part as students are able to explore themselves,0.049999999999999996,0.0,0.74,0.0,0.7,0.5333333333333333,0.32,0.6,0.596,0.6,0.8799999999999999,0.8133333333333334,0.634888888888889
1.0,good,1.0,excellent,1.0,good,1.0,good,1.0,super,1.0,super,0.7,1.0,0.7,0.7,0.3333333333333333,0.3333333333333333,0.8799999999999999,1.0,0.8799999999999999,0.8799999999999999,0.7333333333333333,0.7333333333333333,0.851111111111111
1.0,everything is very good interaction part is something like teachers mostly interact with each and every student lecture delivery is very good and punctuality always maintains,0.5,content of courses are good these are very knowledgeable depth of course is also there but sometimes proper course material is not there,0.5,exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking,1.0,lab or practical work is excellent and yes including evaluations also,1.0,library facilities are good it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me,1.0,extracurricular activities are good it helps people to know their talent and build up their skills,0.7733333333333333,0.3,1.0,1.0,0.5333333333333333,0.7,0.9093333333333333,0.42,0.7,1.0,0.8133333333333334,0.8799999999999999,0.7871111111111112
1.0,good,1.0,good,1.0,good,1.0,good,0.5,uncertain,1.0,good,0.7,0.7,0.7,0.7,0.0,0.7,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.3,0.8799999999999999,0.7833333333333332
1.0,i am very much satisfied with teaching faculty interms of iteractionlecture delivery punctuality etc,1.0,i like communication classescourses are good,0.5,exam pattern is very good but if you give question papers to students it is helpful,1.0,lab is very much helpful,1.0,i like reading books in library,1.0,i am really enjoying,0.5,0.7,0.9099999999999999,0.26,0.0,0.5,0.8,0.8799999999999999,0.6639999999999999,0.704,0.6,0.8,0.7413333333333334
0.0,they are showing partiality between north indians and south indians,1.0,they are giving good knowledge for us,1.0,its better,0.0,in lab also they are showing parilaty,1.0,i felt its better because there is no problem from library facilities,1.0,i felt happy because it encourages our talents,0.0,0.7,0.5,0.0,0.5,0.8,0.0,0.8799999999999999,0.8,0.0,0.8,0.92,0.5666666666666667
1.0,good,1.0,excellent,1.0,excellent,1.0,good,0.5,average,1.0,excellent,0.7,1.0,1.0,0.7,-0.15,1.0,0.8799999999999999,1.0,1.0,0.8799999999999999,0.24,1.0,0.8333333333333334
1.0,interaction is satisfying lecture delivery is good punctuality is excellent,1.0,knowledgeable is good depth of course is satisfying proper course material is also good,1.0,exam pattern very good marks distribution good but sometimes disappointing paper checking ok,0.0,lab evaluations are very strict,0.5,excellent but sometimes lack of books especially during exam times,1.0,outstanding,0.7333333333333334,0.475,0.37749999999999995,0.2,0.5,0.5,0.8933333333333333,0.79,0.751,0.08000000000000002,0.5,0.8,0.6357222222222223
0.0,staff is showing partiality between north indians and south indians,1.0,its good,1.0,yeah its obviously good,1.0,good,0.5,libary is giving a lot to us but we are not getting it,1.0,better,0.0,0.7,0.7,0.7,0.0,0.5,0.0,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.3,0.8,0.6233333333333332
